22441,30.56
27442,30.56
32443,30.56
37444,30.56
42445,30.56
47446,32.13
52447,32.94
57448,33.56
62449,34.00
67450,34.00
72451,33.88
77452,33.75
82453,33.69
87454,33.56
92455,33.50
97456,33.38
102457,33.31
107458,33.25
112459,33.13
117460,33.06
122461,33.00
127462,32.94
132463,32.88
137464,32.81
142465,32.75
147466,32.69
152467,32.63
157468,32.56
162469,32.56
167470,32.50
172471,32.44
177472,32.38
182473,32.38
187474,32.31
192475,32.25
197476,32.25
202477,32.19
207478,32.19
212479,32.13
217480,32.06
222481,32.06
227482,32.00
232483,32.00
237484,31.94
242485,31.94
247486,31.87
252487,31.87
257488,31.81
262489,31.81
267490,31.81
272491,31.75
277492,31.75
282493,31.75
287494,31.69
292495,31.62
297496,31.62
302497,31.62
307498,31.62
312499,31.56
317500,31.56
322501,31.56
327502,31.50
332503,31.50
337504,31.50
342505,31.50
347506,31.44
352507,31.44
357508,31.37
362509,31.37
367510,31.37
372511,31.37
377512,31.37
382513,31.31
387514,31.31
392515,31.31
397516,31.31
402517,31.31
407518,31.25
412519,31.25
417520,31.25
422521,31.19
427522,31.19
432523,31.19
437524,31.19
442525,31.19
447526,31.12
452527,31.12
457528,31.12
462529,31.12
467530,31.12
472531,31.12
477532,31.06
482533,31.06
487534,31.06
492535,31.06
497536,31.06
502537,31.06
507538,31.00
512539,31.00
517540,31.00
522541,31.00
527542,31.00
532543,31.00
537544,31.00
542545,31.00
547546,30.94
552547,30.94
557548,30.94
562549,30.94
567550,30.94
572551,30.94
577552,30.94
582553,30.94
587554,30.94
592555,30.87
597556,30.87
602557,30.87
607558,30.87
612559,30.87
617560,30.87
622561,30.87
627562,30.87
632563,30.87
637564,30.81
642565,30.81
647566,30.81
652567,30.81
657568,30.81
662569,30.81
667570,30.81
672571,30.81
677572,30.81
682573,30.81
687574,30.81
692575,30.75
697576,30.75
702577,30.75
707578,30.75
712579,30.75
717580,30.75
722581,30.75
727582,30.75
732583,30.75
737584,30.75
742585,30.75
747586,30.75
752587,30.69
757588,30.75
762589,30.75
767590,30.75
772591,30.69
777592,30.69
782593,30.69
787594,30.69
792595,30.69
797596,30.69
802597,30.69
807598,30.69
812599,30.69
817600,30.69
822601,30.69
827602,30.69
832603,30.69
837604,30.69
842605,30.69
847606,30.62
852607,30.62
857608,30.62
862609,30.62
867610,30.62
872611,30.62
877612,30.62
882613,30.62
887614,30.62
892615,30.62
897616,30.62
902617,30.62
907618,30.62
912619,30.62
917620,30.62
922621,30.62
927622,30.62
932623,30.62
937624,30.62
942625,30.62
947626,30.62
952627,30.62
957628,30.62
962629,30.62
967630,30.56
972631,30.62
977632,30.56
982633,30.62
987634,30.56
992635,30.56
997636,30.56
1002637,30.56
1007638,30.56
1012639,30.56
1017640,30.56
1022641,30.56
1027642,30.56
1032643,30.56
1037644,30.56
1042645,30.56
1047646,30.56
1052647,30.56
1057648,30.56
1062649,30.56
1067650,30.56
1072651,30.56
1077652,30.56
1082653,30.56
1087654,30.56
1092655,30.56
1097656,30.56
1102657,30.56
1107658,30.56
1112659,30.56
1117660,30.56
1122661,30.56
1127662,30.56
1132663,30.56
1137664,30.56
1142665,30.56
1147666,30.56
1152667,30.56
1157668,30.56
1162669,30.56
1167670,30.56
1172671,30.50
1177672,30.56
1182673,30.56
1187674,30.56
1192675,30.56
1197676,30.56
1202677,30.50
1207678,30.50
1212679,30.50
1217680,30.50
1222681,30.50
1227682,30.50
1232683,30.50
1237684,30.50
1242685,30.50
1247686,30.50
1252687,30.50
1257688,30.50
1262689,30.50
1267690,30.50
1272691,30.50
1277692,30.50
1282693,30.50
1287694,30.50
1292695,30.50
1297696,30.50
1302697,30.50
1307698,30.50
1312699,30.50
1317700,30.50
1322701,30.50
1327702,30.50
1332703,30.50
1337704,30.56
1342705,30.56
1347706,30.50
1352707,30.50
1357708,30.56
1362709,30.56
1367710,30.56
1372711,30.50
1377712,30.50
1382713,30.50
1387714,30.50
1392715,30.56
1397716,30.50
1402717,30.50
1407718,30.50
1412719,30.50
1417720,30.50
1422721,30.50
1427722,30.50
1432723,30.50
1437724,30.50
1442725,30.50
1447726,30.56
1452727,30.50
1457728,30.50
1462729,30.50
1467730,30.50
1472731,30.50
1477732,30.50
1482733,30.50
1487734,30.50
1492735,30.50
1497736,30.50
1502737,30.50
1507738,30.50
1512739,30.50
1517740,30.50
1522741,30.50
1527742,30.50
1532743,30.50
1537744,30.50
1542745,30.50
1547746,30.50
1552747,30.50
1557748,30.50
1562749,30.50
1567750,30.50
1572751,30.50
1577752,30.50
1582753,30.50
1587754,30.50
1592755,30.50
1597756,30.50
1602757,30.50
1607758,30.50
1612759,30.50
1617760,30.50
1622761,30.50
1627762,30.50
1632763,30.50
1637764,30.50
1642765,30.50
1647766,30.50
1652767,30.50
1657768,30.50
1662769,30.50
1667770,30.50
1672771,30.50
1677772,30.50
1682773,30.50
1687774,30.50
1692775,30.50
1697776,30.50
1702777,30.50
1707778,30.50
1712779,30.50
1717780,30.50
1722781,30.50
1727782,30.50
1732783,30.56
1737784,30.50
1742785,30.50
1747786,30.50
1752787,30.50
1757788,30.50
1762789,30.50
1767790,30.50
1772791,30.50
1777792,30.50
1782793,30.56
1787794,30.56
1792795,30.56
1797796,30.56
1802797,30.56
1807798,30.50
1812799,30.50
1817800,30.50
1822801,30.56
1827802,30.50
1832803,30.56
1837804,30.50
1842805,30.56
1847806,30.50
1852807,30.56
1857808,30.56
1862809,30.50
1867810,30.50
1872811,30.50
1877812,30.50
1882813,30.56
1887814,30.56
1892815,30.56
1897816,30.50
1902817,30.50
1907818,30.56
1912819,30.50
1917820,30.50
1922821,30.56
1927822,30.56
1932823,30.56
1937824,30.50
1942825,30.56
1947826,30.50
1952827,30.56
1957828,30.56
1962829,30.56
1967830,30.50
1972831,30.56
1977832,30.56
1982833,30.56
1987834,30.56
1992835,30.56
1997836,30.56
2002837,30.56
2007838,30.56
2012839,30.56
2017840,30.56
2022841,30.56
2027842,30.56
2032843,30.56
2037844,30.56
2042845,30.56
2047846,30.56
2052847,30.56
2057848,30.56
2062849,30.56
2067850,30.56
2072851,30.56
2077852,30.56
2082853,30.56
2087854,30.56
2092855,30.56
2097856,30.56
2102857,30.56
2107858,30.56
2112859,30.56
2117860,30.56
2122861,30.56
2127862,30.56
2132863,30.56
2137864,30.56
2142865,30.56
2147866,30.56
2152867,30.56
2157868,30.56
2162869,30.56
2167870,30.56
2172871,30.56
2177872,30.56
2182873,30.56
2187874,30.56
2192875,30.56
2197876,30.56
2202877,30.56
2207878,30.56
2212879,30.56
2217880,30.56
2222881,30.56
2227882,30.56
2232883,30.56
2237884,30.56
2242885,30.56
2247886,30.56
2252887,30.56
2257888,30.56
2262889,30.56
2267890,30.56
2272891,30.56
2277892,30.56
2282893,30.56
2287894,30.56
2292895,30.56
2297896,30.56
2302897,30.56
2307898,30.62
2312899,30.62
2317900,30.62
2322901,30.56
2327902,30.56
2332903,30.62
2337904,30.62
2342905,30.62
2347906,30.56
2352907,30.62
2357908,30.56
2362909,30.62
2367910,30.62
2372911,30.56
2377912,30.62
2382913,30.62
2387914,30.62
2392915,30.56
2397916,30.62
2402917,30.62
2407918,30.62
2412919,30.62
2417920,30.62
2422921,30.62
2427922,30.62
2432923,30.62
2437924,30.62
2442925,30.62
2447926,30.62
2452927,30.56
2457928,30.62
2462929,30.62
2467930,30.62
2472931,30.56
2477932,30.62
2482933,30.56
2487934,30.62
2492935,30.62
2497936,30.56
2502937,30.62
2507938,30.62
2512939,30.62
2517940,30.62
2522941,30.62
2527942,30.62
2532943,30.62
2537944,30.62
2542945,30.62
2547946,30.62
2552947,30.62
2557948,30.62
2562949,30.62
2567950,30.62
2572951,30.62
2577952,30.62
2582953,30.62
2587954,30.62
2592955,30.62
2597956,30.62
2602957,30.62
2607958,30.62
2612959,30.62
2617960,30.62
2622961,30.62
2627962,30.62
2632963,30.62
2637964,30.62
2642965,30.62
2647966,30.62
2652967,30.62
2657968,30.62
2662969,30.62
2667970,30.62
2672971,30.62
2677972,30.62
2682973,30.62
2687974,30.62
2692975,30.62
2697976,30.62
2702977,30.62
2707978,30.62
2712979,30.62
2717980,30.62
2722981,30.62
2727982,30.62
2732983,30.62
2737984,30.62
2742985,30.62
2747986,30.62
2752987,30.62
2757988,30.62
2762989,30.62
2767990,30.62
2772991,30.62
2777992,30.62
2782993,30.62
2787994,30.62
2792995,30.62
2797996,30.62
2802997,30.62
2807998,30.62
2812999,30.62
2818000,30.62
2823001,30.62
2828002,30.62
2833003,30.62
2838004,30.62
2843005,30.62
2848006,30.62
2853007,30.62
2858008,30.62
2863009,30.62
2868010,30.62
2873011,30.62
2878012,30.62
2883013,30.62
2888014,30.62
2893015,30.69
2898016,30.62
2903017,30.62
2908018,30.69
2913019,30.62
2918020,30.62
2923021,30.62
2928022,30.62
2933023,30.62
2938024,30.62
2943025,30.69
2948026,30.62
2953027,30.69
2958028,30.69
2963029,30.69
2968030,30.62
2973031,30.62
2978032,30.69
2983033,30.62
2988034,30.69
2993035,30.62
2998036,30.62
3003037,30.62
3008038,30.62
3013039,30.69
3018040,30.69
3023041,30.69
3028042,30.62
3033043,30.69
3038044,30.62
3043045,30.69
3048046,30.69
3053047,30.69
3058048,30.69
3063049,30.69
3068050,30.69
3073051,30.69
3078052,30.69
3083053,30.69
3088054,30.69
3093055,30.69
3098056,30.69
3103057,30.69
3108058,30.69
3113059,30.69
3118060,30.69
3123061,30.69
3128062,30.69
3133063,30.69
3138064,30.69
3143065,30.69
3148066,30.69
3153067,30.69
3158068,30.69
3163069,30.69
3168070,30.69
3173071,30.69
3178072,30.69
3183073,30.69
3188074,30.69
3193075,30.69
3198076,30.69
3203077,30.69
3208078,30.69
3213079,30.69
3218080,30.69
3223081,30.69
3228082,30.69
3233083,30.69
3238084,30.69
3243085,30.69
3248086,30.69
22450,30.69
27451,30.69
32452,30.69
37453,30.69
42454,30.69
47455,30.69
52456,30.69
57457,30.69
62458,30.69
67459,30.69
72460,30.69
77461,30.69
82462,30.69
87463,30.69
92464,30.69
97465,30.69
102466,30.69
107467,30.69
112468,30.69
117469,30.69
